,gene,subject,PID,alnLength,mismatchCount,gapOpenCount,queryStart,queryEnd,subjectStart,subjectEnd,eVal,bitScore,gene_length,COV,BBH
286,YAL015C,YALI1_F05386g,38.028,284,139,8,37,318,190,438,1.33e-53,183.0,399,0.7117794486215538,->
287,YAL014C,YALI1_E21203g,26.693,251,138,11,10,237,8,235,7.86e-11,58.9,255,0.984313725490196,<=>
288,YAL013W,YALI1_F08745g,34.649,228,101,4,173,400,385,564,1.32e-34,134.0,405,0.562962962962963,<=>
289,YAL012W,YALI1_F08705g,66.837,392,122,4,9,394,4,393,0.0,538.0,394,0.9949238578680203,<=>
296,YAL010C,YALI1_D03766g,34.986,363,214,7,1,360,1,344,4.99e-62,204.0,493,0.7363083164300203,<=>
297,YAL009W,YALI1_D03888g,36.585,164,89,5,3,155,9,168,1.61e-18,80.1,259,0.6332046332046332,<=>
298,YAL007C,YALI1_B18384g,31.429,210,134,5,12,215,3,208,2.3000000000000003e-27,101.0,215,0.9767441860465116,->
300,YAL005C,YALI1_D10458g,84.615,611,91,2,1,608,1,611,0.0,1056.0,642,0.9517133956386293,->
314,YAL003W,YALI1_F13220g,64.865,222,60,5,1,206,1,220,1.38e-69,209.0,206,1.0776699029126213,<=>
315,YAL002W,YALI1_C31684g,22.977,1384,825,48,15,1268,433,1705,2.95e-73,267.0,1274,1.086342229199372,<=>
316,YAL001C,YALI1_C30614g,25.85,441,288,8,7,415,4,437,9.249999999999999e-28,120.0,1160,0.38017241379310346,<=>
318,YAR002W,YALI1_C30632g,25.214,468,258,16,119,539,31,453,1.69e-14,73.9,539,0.8682745825602969,<=>
319,YAR002C-A,YALI1_C25244g,38.889,216,128,2,6,219,1,214,1.2e-55,174.0,219,0.9863013698630136,<=>
321,YAR003W,YALI1_C31576g,38.462,429,241,10,1,420,1,415,7.22e-93,285.0,426,1.0070422535211268,<=>
338,YAR007C,YALI1_E18854g,38.739,444,251,8,184,619,159,589,9.740000000000001e-110,340.0,621,0.714975845410628,<=>
339,YAR008W,YALI1_E33858g,32.5,280,155,11,4,275,12,265,3.26e-35,125.0,275,1.018181818181818,<=>
341,YAR015W,YALI1_E39221g,59.603,302,118,4,6,305,9,308,6.64e-130,370.0,306,0.9869281045751634,<=>
342,YAR018C,YALI1_E40422g,42.287,376,175,5,24,397,2,337,3.13e-92,285.0,435,0.864367816091954,<=>
407,YAR019C,YALI1_F11553g,47.253,273,133,5,10,272,2,273,2.3e-65,238.0,974,0.2802874743326489,->
488,YAR035W,YALI1_F28064g,44.09,753,309,15,3,684,11,722,0.0,587.0,687,1.0960698689956332,<=>
490,YAR042W,YALI1_F22750g,56.235,425,160,3,764,1188,1179,1577,9.28e-159,512.0,1188,0.35774410774410775,<=>
495,YAR071W,YALI1_C09285g,25.355,422,248,13,64,438,179,580,6.3299999999999995e-25,105.0,467,0.9036402569593148,->
500,YBL112C,YALI1_C06917g,27.358,106,57,3,1,86,715,820,0.001,35.4,105,1.0095238095238095,->
501,YBL107C,YALI1_C08882g,27.879,165,91,5,33,178,11,166,1.24e-12,61.6,196,0.8418367346938775,<=>
502,YBL106C,YALI1_D24182g,33.534,999,612,15,36,1010,50,1020,0.0,593.0,1010,0.9891089108910891,<=>
503,YBL105C,YALI1_F13339g,62.388,335,125,1,815,1148,916,1250,4.06e-146,470.0,1151,0.29105125977410945,<=>
582,YBL104C,YALI1_D23693g,33.775,1057,516,25,19,1037,27,937,0.0,572.0,1038,1.0183044315992293,<=>
586,YBL102W,YALI1_F15311g,52.055,146,70,0,66,211,49,194,1.04e-52,166.0,215,0.6790697674418604,<=>
589,YBL099W,YALI1_F04433g,84.016,513,82,0,33,545,22,534,0.0,882.0,545,0.9412844036697248,<=>
593,YBL098W,YALI1_D12493g,46.711,456,230,7,5,453,4,453,1.45e-143,417.0,460,0.991304347826087,<=>
594,YBL097W,YALI1_B04937g,46.262,214,91,4,8,220,63,253,1.09e-44,169.0,754,0.2838196286472148,<=>
596,YBL095W,YALI1_E33843g,31.343,201,107,8,79,268,59,239,5.85e-20,84.3,270,0.7444444444444445,<=>
598,YBL093C,YALI1_E13034g,39.394,66,39,1,15,80,4,68,4.17e-07,46.6,220,0.3,<=>
599,YBL092W,YALI1_E36179g,69.767,129,39,0,2,130,3,131,7.5900000000000005e-65,191.0,130,0.9923076923076923,<=>
600,YBL091C-A,YALI1_D06828g,38.655,119,66,3,1,119,1,112,5.49e-20,83.2,175,0.68,<=>
602,YBL091C,YALI1_D06700g,64.244,344,115,2,78,421,136,471,2.61e-150,432.0,421,0.8171021377672208,<=>
604,YBL089W,YALI1_D14670g,39.207,454,246,9,4,454,36,462,1.8499999999999998e-98,301.0,459,0.9891067538126361,->
606,YBL088C,YALI1_D04814g,32.443,786,472,18,2013,2787,1604,2341,5.69e-105,375.0,2787,0.28202368137782563,<=>
613,YBL087C,YALI1_D12930g,85.821,134,19,0,4,137,2,135,9.61e-85,242.0,137,0.9781021897810219,->
615,YBL086C,YALI1_E29719g,27.083,192,92,6,11,202,7,150,1.91e-16,80.1,466,0.41201716738197425,<=>
619,YBL084C,YALI1_A20793g,42.718,309,175,2,448,756,310,616,1.77e-85,281.0,758,0.4076517150395778,<=>
623,YBL082C,YALI1_E03846g,38.929,280,154,4,39,315,18,283,1.18e-55,191.0,458,0.611353711790393,<=>
625,YBL080C,YALI1_E11370g,39.298,570,270,12,4,534,50,582,1.5000000000000001e-117,357.0,541,1.0536044362292052,<=>
626,YBL079W,YALI1_E03320g,28.846,1508,869,35,35,1482,61,1424,0.0,626.0,1502,1.003994673768309,->
627,YBL076C,YALI1_A00309g,63.535,1075,367,8,8,1063,1,1069,0.0,1423.0,1072,1.0027985074626866,<=>
638,YBL075C,YALI1_D28273g,82.923,609,104,0,1,609,1,609,0.0,1045.0,649,0.938366718027735,->
646,YBL074C,YALI1_A02131g,24.85,334,190,12,1,284,1,323,4.74e-14,70.9,355,0.9408450704225352,<=>
647,YBL072C,YALI1_F32305g,71.0,200,56,1,1,200,1,198,2.05e-100,286.0,200,1.0,->
648,YBL071W-A,YALI1_F32312g,67.647,68,22,0,1,68,1,68,2.1200000000000002e-29,97.8,82,0.8292682926829268,<=>
656,YBL069W,YALI1_E25587g,33.75,160,81,9,70,221,32,174,4.03e-05,43.5,429,0.372960372960373,<=>
657,YBL068W,YALI1_E38308g,73.209,321,81,2,9,326,1,319,1.31e-177,492.0,326,0.9846625766871165,->
662,YBL067C,YALI1_F02983g,45.26,327,157,6,360,680,302,612,6.48e-91,300.0,747,0.43775100401606426,<=>
671,YBL066C,YALI1_D06408g,44.766,449,203,7,338,785,176,580,4.5200000000000004e-125,399.0,1148,0.3911149825783972,<=>
676,YBL064C,YALI1_F11583g,61.039,231,87,2,32,259,18,248,1.32e-102,297.0,261,0.8850574712643678,<=>
679,YBL063W,YALI1_F19047g,47.276,514,228,12,28,536,7,482,3.84e-143,452.0,1111,0.46264626462646263,->
688,YBL061C,YALI1_F03028g,45.771,402,188,3,168,542,424,822,1.85e-117,370.0,696,0.5775862068965517,<=>
694,YBL060W,YALI1_D01378g,23.469,196,124,6,117,307,99,273,4.47e-09,57.8,687,0.2852983988355167,<=>
696,YBL059C-A,YALI1_F29635g,38.298,94,58,0,1,94,1,94,1.03e-19,75.9,109,0.8623853211009175,<=>
697,YBL059W,YALI1_F29640g,29.197,137,86,3,56,184,19,152,6.4e-12,59.3,193,0.7098445595854922,->
698,YBL058W,YALI1_E17920g,37.374,297,148,11,146,422,176,454,9.55e-39,143.0,423,0.7021276595744681,<=>
699,YBL057C,YALI1_E32396g,50.365,137,60,2,73,207,89,219,9.580000000000001e-32,113.0,208,0.6586538461538461,<=>
700,YBL056W,YALI1_E17786g,51.266,316,144,6,1,311,1,311,1.21e-105,318.0,468,0.6752136752136753,<=>
705,YBL055C,YALI1_E17811g,35.052,388,192,11,29,416,20,347,1.55e-61,201.0,418,0.9282296650717703,<=>
708,YBL052C,YALI1_A04071g,46.769,325,146,5,270,590,226,527,7.35e-93,303.0,831,0.3910950661853189,->
715,YBL050W,YALI1_C32975g,42.069,290,166,2,1,290,1,288,2.15e-75,230.0,292,0.9931506849315068,<=>
716,YBL049W,YALI1_D18383g,44.318,88,49,0,43,130,14,101,7.07e-25,90.1,138,0.6376811594202898,<=>
718,YBL047C,YALI1_C32921g,38.172,372,193,8,10,361,12,366,9.76e-66,243.0,1381,0.26937002172338886,<=>
729,YBL046W,YALI1_D10829g,32.237,152,87,6,49,192,46,189,1.57e-12,66.6,441,0.34467120181405897,<=>
730,YBL045C,YALI1_A14736g,37.149,463,264,7,15,457,19,474,2.33e-93,288.0,457,1.013129102844639,->
734,YBL042C,YALI1_D07232g,45.583,566,277,7,30,594,5,540,2.17e-174,507.0,639,0.8857589984350548,->
736,YBL041W,YALI1_D08360g,71.681,226,55,3,16,241,32,248,5.65e-120,340.0,241,0.9377593360995851,<=>
742,YBL040C,YALI1_D08382g,48.416,221,106,4,1,218,1,216,2.09e-71,214.0,219,1.0091324200913243,<=>
743,YBL039C,YALI1_B07366g,69.739,575,169,3,1,574,1,571,0.0,836.0,579,0.9930915371329879,->
744,YBL038W,YALI1_C25301g,43.434,198,107,4,36,232,68,261,2.09e-49,160.0,232,0.853448275862069,<=>
745,YBL037W,YALI1_C25829g,29.849,995,573,30,19,992,34,924,1.06e-102,342.0,1025,0.9707317073170731,<=>
747,YBL036C,YALI1_C30255g,56.744,215,86,7,44,255,34,244,8.22e-74,223.0,257,0.8365758754863813,<=>
748,YBL035C,YALI1_E22576g,30.935,695,370,24,16,702,13,605,7.490000000000001e-79,262.0,705,0.9858156028368794,<=>
751,YBL033C,YALI1_E02885g,61.62,284,84,4,31,313,55,314,9.08e-117,338.0,345,0.8231884057971014,<=>
753,YBL032W,YALI1_A18439g,27.492,331,169,5,47,337,70,369,4.64e-27,108.0,381,0.868766404199475,<=>
756,YBL030C,YALI1_A10708g,78.738,301,60,1,21,317,2,302,4.19e-164,457.0,318,0.9465408805031447,<=>
806,YBL029C-A,YALI1_B00977g,39.362,94,50,4,3,94,4,92,5.51e-19,73.9,94,1.0,<=>
807,YBL029W,YALI1_C22322g,34.375,96,60,3,265,359,225,318,1.26e-11,63.2,376,0.2553191489361702,<=>
808,YBL028C,YALI1_E29939g,30.864,81,52,2,1,80,1,78,0.000529,34.7,106,0.7641509433962265,<=>
809,YBL027W,YALI1_E29930g,71.212,132,38,0,57,188,1,132,1.26e-55,170.0,189,0.6984126984126984,->
810,YBL026W,YALI1_F11871g,61.29,93,36,0,1,93,1,93,9.1e-42,130.0,95,0.9789473684210527,<=>
813,YBL024W,YALI1_E08114g,44.398,723,335,10,8,674,7,718,0.0,628.0,684,1.0570175438596492,<=>
816,YBL023C,YALI1_F07181g,57.367,828,279,9,49,866,33,796,0.0,937.0,868,0.9539170506912442,<=>
822,YBL022C,YALI1_F33618g,48.004,1002,464,14,168,1132,192,1173,0.0,956.0,1133,0.884377758164166,<=>
828,YBL021C,YALI1_F22867g,73.737,99,26,0,35,133,16,114,7.9e-53,164.0,144,0.6875,<=>
831,YBL020W,YALI1_E08071g,30.532,583,350,12,3,559,86,639,1.56e-78,259.0,574,1.0156794425087108,<=>
832,YBL019W,YALI1_C09851g,30.303,462,248,17,17,440,1,426,8.130000000000001e-56,194.0,520,0.8884615384615384,<=>
834,YBL018C,YALI1_F17520g,22.222,90,65,2,8,93,23,111,3.79e-05,38.9,133,0.6766917293233082,<=>
835,YBL017C,YALI1_E06109g,39.896,772,433,17,752,1509,58,812,1.36e-171,535.0,1579,0.4889170360987967,->
837,YBL016W,YALI1_E27697g,62.275,334,118,3,18,351,1,326,4.82e-158,444.0,353,0.9461756373937678,<=>
917,YBL015W,YALI1_E36437g,69.143,525,156,4,3,522,1,524,0.0,756.0,526,0.9980988593155894,<=>
918,YBL013W,YALI1_F10110g,33.957,374,194,15,22,391,25,349,1.38e-43,154.0,401,0.9326683291770573,<=>
919,YBL011W,YALI1_C00230g,44.944,712,363,13,42,740,32,727,0.0,578.0,759,0.9380764163372859,<=>
920,YBL009W,YALI1_A00601g,24.685,397,180,10,332,619,453,839,5.3800000000000005e-21,96.3,676,0.5872781065088757,<=>
921,YBL008W,YALI1_E24886g,36.269,863,444,17,1,806,1,814,6.24e-172,523.0,840,1.0273809523809523,<=>
975,YBL007C,YALI1_A06672g,36.824,573,305,12,2,558,3,534,6.64e-101,345.0,1244,0.46061093247588425,<=>
993,YBL004W,YALI1_D28518g,28.725,2597,1614,63,5,2456,4,2508,0.0,994.0,2493,1.0417168070597673,<=>
994,YBL003C,YALI1_E31396g,84.962,133,18,2,2,132,3,135,3.1299999999999996e-68,200.0,132,1.0075757575757576,<=>
997,YBL002W,YALI1_E31389g,77.778,126,27,1,3,127,11,136,2.07e-66,196.0,131,0.9618320610687023,->
998,YBL001C,YALI1_E31369g,56.731,104,45,0,1,104,1,104,2.64e-41,130.0,104,1.0,<=>
999,YBR001C,YALI1_D19108g,47.469,573,250,12,189,757,112,637,6.4199999999999995e-170,503.0,780,0.7346153846153847,->
1000,YBR002C,YALI1_C26036g,53.16,269,118,4,5,269,3,267,3.36e-98,287.0,286,0.9405594405594405,<=>
1002,YBR003W,YALI1_C26017g,54.066,455,152,7,25,473,49,452,2.84e-158,454.0,473,0.9619450317124736,<=>
1004,YBR004C,YALI1_F15403g,31.09,431,216,16,6,433,5,357,1.3899999999999998e-54,183.0,433,0.9953810623556582,<=>
1005,YBR005W,YALI1_E20423g,37.5,96,50,3,33,125,23,111,1.53e-15,69.7,213,0.4507042253521127,->
1006,YBR006W,YALI1_F33681g,59.044,481,196,1,11,490,26,506,0.0,593.0,497,0.9678068410462777,<=>
1020,YBR007C,YALI1_A07349g,35.106,188,110,3,550,726,277,463,2.42e-27,114.0,736,0.2554347826086957,<=>
1025,YBR008C,YALI1_C06006g,40.675,504,287,6,49,547,31,527,2.6200000000000002e-123,370.0,548,0.9197080291970803,<=>
1060,YBR009C,YALI1_F33331g,95.146,103,5,0,1,103,1,103,2.6e-53,160.0,103,1.0,->
1067,YBR010W,YALI1_F33345g,90.647,139,8,3,1,134,1,139,6.74e-84,240.0,136,1.0220588235294117,->
1069,YBR011C,YALI1_F18105g,77.113,284,63,1,3,286,42,323,1.0299999999999999e-168,468.0,287,0.9895470383275261,<=>
1072,YBR014C,YALI1_C06951g,41.86,86,48,1,100,185,19,102,3.13e-16,69.3,203,0.4236453201970443,->
1073,YBR015C,YALI1_A13649g,32.587,491,272,10,113,592,135,577,3.81e-79,259.0,597,0.8224455611390284,<=>
1074,YBR016W,YALI1_E24174g,72.973,37,9,1,93,128,82,118,8.59e-13,58.9,128,0.2890625,->
1076,YBR017C,YALI1_F02794g,33.296,901,535,23,4,881,2,859,1.31e-150,466.0,918,0.9814814814814815,<=>
1078,YBR018C,YALI1_F31405g,48.864,352,163,6,13,356,10,352,3.12e-117,342.0,366,0.9617486338797814,<=>
1079,YBR019C,YALI1_E31754g,61.983,363,124,3,7,356,2,363,4.14e-163,472.0,699,0.51931330472103,<=>
1085,YBR020W,YALI1_C18258g,40.281,499,249,13,32,528,117,568,3.71e-111,340.0,528,0.9450757575757576,<=>
1086,YBR021W,YALI1_D07232g,47.794,544,254,10,92,630,59,577,1.3600000000000001e-179,520.0,633,0.8593996840442338,->
1088,YBR022W,YALI1_A06594g,36.628,172,84,7,1,165,5,158,6.63e-29,103.0,177,0.9717514124293786,<=>
1089,YBR023C,YALI1_C33406g,53.333,1185,452,20,18,1149,25,1161,0.0,1230.0,1165,1.0171673819742488,<=>
1099,YBR024W,YALI1_E27196g,52.4,250,117,2,52,300,56,304,1.14e-92,275.0,301,0.8305647840531561,->
1100,YBR025C,YALI1_C04401g,79.241,395,80,2,1,394,1,394,0.0,650.0,394,1.00253807106599,<=>
1104,YBR026C,YALI1_C27543g,40.303,330,177,10,21,347,29,341,2.69e-73,231.0,380,0.868421052631579,<=>
1107,YBR028C,YALI1_C21891g,42.25,400,160,8,127,525,137,466,7.889999999999999e-91,284.0,525,0.7619047619047619,<=>
1189,YBR029C,YALI1_E17431g,47.717,438,225,3,1,436,1,436,1.16e-147,426.0,457,0.9584245076586433,<=>
1193,YBR031W,YALI1_C09094g,70.799,363,102,2,2,362,3,363,4.839999999999999e-180,501.0,362,1.0027624309392265,<=>
1196,YBR034C,YALI1_E21983g,63.323,319,115,1,16,334,3,319,5.35e-151,426.0,348,0.9166666666666666,<=>
1199,YBR035C,YALI1_D17482g,55.76,217,95,1,12,228,21,236,2.15e-85,251.0,228,0.9517543859649122,<=>
1200,YBR036C,YALI1_F21567g,22.907,227,136,7,56,279,82,272,0.000695,39.7,410,0.5536585365853659,->
1201,YBR037C,YALI1_E27196g,57.143,252,103,2,45,294,56,304,2.81e-103,302.0,295,0.8542372881355932,<=>
1202,YBR038W,YALI1_B21313g,57.622,715,286,8,237,935,255,968,0.0,847.0,963,0.7424714434060229,<=>
1209,YBR039W,YALI1_F04110g,58.099,284,105,4,31,310,19,292,1.5e-108,315.0,311,0.9131832797427653,<=>
1210,YBR040W,YALI1_A13962g,28.839,267,164,7,13,275,9,253,6.16e-23,93.6,298,0.8959731543624161,<=>
1211,YBR041W,YALI1_E19172g,45.156,640,321,11,44,669,89,712,0.0,555.0,669,0.9566517189835575,<=>
1221,YBR042C,YALI1_F04157g,34.737,380,208,4,3,382,54,393,4.6e-79,247.0,397,0.9571788413098237,->
1222,YBR043C,YALI1_F04185g,37.787,696,378,13,12,685,17,679,2.73e-153,458.0,689,1.0101596516690856,<=>
1283,YBR044C,YALI1_F04045g,20.139,432,300,13,149,560,137,543,3.5e-13,70.1,572,0.7552447552447552,->
1289,YBR046C,YALI1_E09329g,30.667,225,120,8,25,215,2,224,9.48e-16,75.1,334,0.6736526946107785,->
1299,YBR048W,YALI1_F27175g,76.623,154,36,0,3,156,2,155,1.0000000000000001e-88,253.0,156,0.9871794871794872,->
1303,YBR052C,YALI1_B09090g,49.275,207,94,4,2,208,4,199,6.16e-64,195.0,210,0.9857142857142858,->
1311,YBR053C,YALI1_F11292g,26.349,315,167,18,31,339,38,293,2.58e-10,58.9,358,0.8798882681564246,<=>
1312,YBR055C,YALI1_C27398g,28.442,886,580,20,5,874,6,853,1.29e-106,348.0,899,0.985539488320356,<=>
1315,YBR056W,YALI1_E40502g,36.646,483,286,9,31,501,200,674,1.7900000000000002e-105,327.0,501,0.9640718562874252,<=>
1317,YBR057C,YALI1_A00447g,26.897,145,78,3,203,347,127,243,4.8e-10,57.8,366,0.39617486338797814,<=>
1319,YBR058C,YALI1_B22276g,34.707,801,425,29,15,780,19,756,5.73e-139,426.0,781,1.025608194622279,<=>
1328,YBR059C,YALI1_E27041g,46.732,306,150,3,22,326,11,304,2.78e-86,300.0,1108,0.27617328519855594,->
1384,YBR060C,YALI1_D28221g,34.005,397,223,6,239,619,136,509,3.8499999999999995e-67,226.0,620,0.6403225806451613,<=>
1385,YBR061C,YALI1_F21540g,60.486,329,84,6,1,302,1,310,1.5499999999999999e-131,374.0,310,1.0612903225806452,<=>
1394,YBR065C,YALI1_E40144g,26.113,337,201,13,10,327,19,326,4.5e-24,99.8,364,0.9258241758241759,<=>
1395,YBR066C,YALI1_C17453g,55.556,72,31,1,149,220,176,246,2.41e-21,87.4,220,0.32727272727272727,<=>
1411,YBR068C,YALI1_B21538g,42.517,588,317,9,29,609,4,577,4.7e-157,461.0,609,0.9655172413793104,->
1428,YBR069C,YALI1_B21538g,41.472,598,312,11,38,619,2,577,1.82e-145,432.0,619,0.9660743134087237,->
1445,YBR070C,YALI1_B15180g,34.197,193,98,6,56,237,42,216,3.16e-26,99.8,237,0.8143459915611815,<=>
1447,YBR072W,YALI1_C04570g,33.333,129,70,6,81,206,41,156,6.99e-11,57.0,214,0.602803738317757,<=>
1449,YBR073W,YALI1_E29085g,40.093,858,392,33,108,943,148,905,5.1e-169,516.0,958,0.8956158663883089,<=>
1474,YBR074W,YALI1_C01535g,32.308,975,543,29,56,976,78,989,6.049999999999999e-137,434.0,976,0.9989754098360656,<=>
1476,YBR078W,YALI1_D09566g,40.741,324,189,2,40,361,41,363,1.88e-76,243.0,429,0.7552447552447552,<=>
1477,YBR079C,YALI1_F25254g,35.167,836,479,11,1,826,1,783,6.04e-151,469.0,964,0.8672199170124482,<=>
1478,YBR080C,YALI1_E34525g,53.232,727,327,7,36,755,78,798,0.0,743.0,758,0.9591029023746702,<=>
1507,YBR081C,YALI1_E38056g,28.785,535,313,16,732,1262,609,1079,9.28e-45,175.0,1332,0.4016516516516517,<=>
1513,YBR082C,YALI1_D18673g,81.25,144,27,0,5,148,4,147,1.38e-91,260.0,148,0.972972972972973,->
1530,YBR084W,YALI1_E01589g,66.561,942,304,5,37,975,4,937,0.0,1233.0,975,0.9661538461538461,<=>
1533,YBR084C-A,YALI1_E29930g,71.212,132,38,0,57,188,1,132,1.26e-55,170.0,189,0.6984126984126984,<=>
1535,YBR085W,YALI1_A10708g,75.748,301,69,1,10,306,2,302,1.16e-158,442.0,307,0.9804560260586319,->
1591,YBR087W,YALI1_C29983g,49.014,355,172,4,1,354,1,347,7.5e-121,350.0,354,1.002824858757062,<=>
1595,YBR088C,YALI1_D13226g,46.275,255,136,1,1,255,1,254,1.91e-78,236.0,258,0.9883720930232558,<=>
1596,YBR089C-A,YALI1_C16333g,63.158,95,35,0,5,99,3,97,1.96e-36,117.0,99,0.9595959595959596,->
1602,YBR091C,YALI1_E07522g,36.047,86,52,3,1,85,1,84,3.46e-08,46.6,109,0.7889908256880734,->
1603,YBR092C,YALI1_C09285g,25.359,418,253,14,64,438,179,580,8.72e-24,102.0,467,0.8950749464668094,<=>
1604,YBR093C,YALI1_C09285g,24.171,422,253,14,64,438,179,580,8.029999999999999e-24,102.0,467,0.9036402569593148,->
1605,YBR094W,YALI1_C16150g,43.197,757,342,19,1,727,1,699,0.0,562.0,753,1.00531208499336,<=>
1610,YBR095C,YALI1_C16183g,29.108,213,101,5,160,372,115,277,1.7e-20,89.4,430,0.49534883720930234,<=>
1611,YBR096W,YALI1_B13662g,37.688,199,112,3,6,198,4,196,3.850000000000001e-43,143.0,230,0.8652173913043478,<=>
1614,YBR097W,YALI1_E40076g,35.54,982,533,23,1,966,1,898,1.92e-161,520.0,1454,0.6753782668500687,<=>
1645,YBR101C,YALI1_F14766g,36.552,290,162,10,1,288,1,270,2.28e-43,147.0,290,1.0,<=>
1646,YBR102C,YALI1_F14793g,23.829,726,429,21,40,745,28,649,1.33e-45,171.0,753,0.9641434262948207,<=>
1661,YBR103W,YALI1_E23691g,29.861,144,86,4,287,429,63,192,1.56e-09,58.9,535,0.2691588785046729,->
1703,YBR104W,YALI1_E20729g,50.482,311,133,8,25,327,8,305,2.2700000000000002e-105,308.0,329,0.9452887537993921,->
1751,YBR105C,YALI1_C25069g,31.621,253,98,9,117,362,73,257,1.11e-26,104.0,362,0.6988950276243094,<=>
1752,YBR106W,YALI1_B05995g,57.592,191,78,2,1,188,2,192,4.15e-75,222.0,188,1.0159574468085106,<=>
1753,YBR109C,YALI1_E40467g,56.849,146,62,1,1,145,5,150,2.01e-58,177.0,147,0.9931972789115646,<=>
1762,YBR110W,YALI1_E40471g,37.808,447,254,8,8,445,6,437,8.809999999999999e-95,291.0,449,0.9955456570155902,<=>
