,gene,subject,PID,alnLength,mismatchCount,gapOpenCount,queryStart,queryEnd,subjectStart,subjectEnd,eVal,bitScore,gene_length,COV,BBH
72,NP_009327.1,NP_075429.2,29.078,141,65,6,88,197,257,393,0.000439,40.4,472,0.298728813559322,->
74,NP_009328.1,NP_075434.2,59.398,266,108,0,3,268,2,267,8.77e-100,290.0,269,0.9888475836431226,<=>
75,NP_009333.1,XP_505380.1,53.993,576,237,5,18,575,3,568,0.0,630.0,593,0.9713322091062394,<=>
108,NP_009339.1,XP_505553.1,68.192,459,137,4,3,457,5,458,0.0,634.0,457,1.0043763676148796,->
109,NP_009340.1,XP_503864.1,29.706,340,207,9,20,354,22,334,6.170000000000001e-43,152.0,417,0.815347721822542,->
122,NP_009341.2,XP_500798.1,34.0,100,62,3,139,234,85,184,2.62e-07,50.1,382,0.2617801047120419,<=>
125,NP_009343.1,XP_500829.1,36.061,391,229,13,47,431,55,430,9.43e-58,199.0,502,0.7788844621513944,<=>
126,NP_009347.1,XP_505057.1,64.596,644,213,5,68,711,24,652,0.0,861.0,713,0.9032258064516129,<=>
142,NP_009348.2,XP_501358.1,39.817,766,391,12,36,751,17,762,0.0,554.0,783,0.9782886334610472,<=>
165,NP_009350.1,XP_506055.1,40.0,235,132,4,9,240,6,234,9.04e-53,169.0,246,0.9552845528455285,<=>
166,NP_009351.1,XP_505121.1,52.688,651,258,8,1,622,1,630,0.0,671.0,662,0.9833836858006042,<=>
175,NP_009353.1,XP_505482.1,55.556,72,32,0,39,110,42,113,1.53e-25,90.9,118,0.6101694915254238,<=>
178,NP_009355.3,XP_503365.1,38.728,173,94,4,1,166,1,168,1.36e-37,125.0,170,1.0176470588235293,<=>
180,NP_009356.1,XP_504968.1,26.991,226,114,7,96,299,83,279,3.53e-13,71.2,785,0.2878980891719745,<=>
181,NP_009358.1,XP_501785.1,39.329,417,230,8,4,415,3,401,1.74e-102,308.0,415,1.0048192771084337,<=>
184,NP_009359.1,XP_501845.1,36.569,443,239,10,135,558,128,547,1.14e-82,280.0,854,0.5187353629976581,<=>
187,NP_009360.1,XP_501811.1,34.228,149,95,2,71,219,37,182,6.17e-28,113.0,580,0.25689655172413794,<=>
191,NP_009361.1,XP_501778.2,45.105,286,120,8,1,254,1,281,9.31e-78,236.0,269,1.063197026022305,<=>
193,NP_009362.1,XP_505195.2,67.864,501,156,2,2,497,11,511,0.0,714.0,500,1.002,<=>
194,NP_009364.1,XP_499610.1,79.404,369,75,1,1,369,1,368,0.0,603.0,369,1.0,<=>
198,NP_009365.1,XP_499629.1,62.333,823,263,8,216,1001,233,1045,0.0,971.0,1002,0.8213572854291418,<=>
204,NP_009367.1,XP_505065.1,29.866,298,167,7,1,268,1,286,1.44e-28,112.0,289,1.0311418685121108,<=>
205,NP_009368.2,XP_502727.1,66.935,124,40,1,290,413,277,399,3.8699999999999994e-52,177.0,413,0.30024213075060535,<=>
207,NP_009369.1,XP_500506.1,36.806,144,85,3,1,142,1,140,6.370000000000001e-21,82.4,173,0.8323699421965318,<=>
208,NP_009370.1,XP_501735.1,28.7,223,132,9,41,249,113,322,6.25e-15,74.3,379,0.5883905013192612,<=>
210,NP_009372.1,XP_499717.1,68.966,116,33,1,1,116,1,113,2.35e-45,140.0,117,0.9914529914529915,<=>
214,NP_009373.1,XP_503362.1,42.102,1532,738,32,1,1420,3,1497,0.0,1100.0,1471,1.0414683888511216,->
218,NP_009376.2,XP_504778.1,65.491,1162,377,10,158,1307,145,1294,0.0,1573.0,1355,0.8575645756457565,<=>
232,NP_009377.2,XP_501581.1,68.528,197,62,0,2,198,4,200,4.24e-105,307.0,306,0.6437908496732027,<=>
233,NP_009378.1,XP_504784.1,35.407,418,255,8,1019,1432,492,898,5e-64,234.0,1435,0.2912891986062718,<=>
237,NP_009379.2,XP_502178.1,50.533,750,362,5,4,753,2,742,0.0,789.0,759,0.9881422924901185,<=>
241,NP_009380.1,XP_502177.1,32.207,444,250,12,76,512,1,400,1.6999999999999997e-52,181.0,517,0.8588007736943907,<=>
242,NP_009381.1,XP_500917.1,36.061,721,357,9,144,833,36,683,1.03e-149,454.0,837,0.8614097968936678,<=>
253,NP_009383.1,XP_506004.1,56.79,567,227,7,552,1115,364,915,0.0,645.0,1131,0.5013262599469496,<=>
278,NP_009384.1,XP_502033.1,24.681,235,166,6,68,294,94,325,1.2e-08,53.5,325,0.7230769230769231,->
355,NP_009386.1,XP_504837.1,46.935,620,306,8,31,634,7,619,0.0,566.0,635,0.9763779527559056,<=>
356,NP_009387.1,XP_504957.1,38.028,284,139,8,37,318,190,438,1.25e-53,183.0,399,0.7117794486215538,->
357,NP_009388.2,XP_504081.1,26.693,251,138,11,10,237,8,235,7.39e-11,58.9,255,0.984313725490196,<=>
358,NP_009389.3,XP_505054.1,34.649,228,101,4,173,400,385,564,1.24e-34,134.0,405,0.562962962962963,<=>
359,NP_009390.1,XP_505053.1,66.837,392,122,4,9,394,4,393,0.0,538.0,394,0.9949238578680203,<=>
366,NP_009392.2,XP_502348.1,34.986,363,214,7,1,360,1,344,4.6899999999999995e-62,204.0,493,0.7363083164300203,<=>
367,NP_009393.1,XP_502352.1,36.585,164,89,5,3,155,9,168,1.51e-18,80.1,259,0.6332046332046332,<=>
368,NP_009395.1,XP_500858.1,31.429,210,134,5,12,215,3,208,2.1600000000000003e-27,101.0,215,0.9767441860465116,->
370,NP_009396.2,XP_502562.1,84.615,611,91,2,1,608,1,611,0.0,1056.0,642,0.9517133956386293,->
381,NP_009398.1,XP_505218.1,64.865,222,60,5,1,206,1,220,1.2999999999999998e-69,209.0,206,1.0776699029126213,<=>
382,NP_009399.2,XP_502159.2,22.977,1384,825,48,15,1268,433,1705,2.7800000000000003e-73,267.0,1274,1.086342229199372,<=>
383,NP_009400.1,XP_502127.1,25.85,441,288,8,7,415,4,437,8.69e-28,120.0,1160,0.38017241379310346,<=>
385,NP_009401.1,XP_502128.1,25.214,468,258,16,119,539,124,546,9.35e-15,74.7,539,0.8682745825602969,<=>
386,NP_009402.1,XP_501960.2,38.889,216,128,2,6,219,1,214,1.1299999999999999e-55,174.0,219,0.9863013698630136,<=>
388,NP_009403.1,XP_502155.1,38.462,429,241,10,1,420,1,415,6.7799999999999995e-93,285.0,426,1.0070422535211268,<=>
405,NP_009404.1,XP_503990.1,38.739,444,251,8,184,619,159,589,9.16e-110,340.0,621,0.714975845410628,<=>
406,NP_009405.1,XP_504515.1,32.5,280,155,11,4,275,12,265,3.07e-35,125.0,275,1.018181818181818,<=>
408,NP_009409.1,XP_504710.1,59.603,302,118,4,6,305,9,308,6.24e-130,370.0,306,0.9869281045751634,<=>
409,NP_009410.1,XP_504757.1,42.287,376,175,5,24,397,2,337,2.94e-92,285.0,435,0.864367816091954,<=>
473,NP_009411.2,XP_505151.2,47.253,273,133,5,10,272,2,273,2.16e-65,238.0,974,0.2802874743326489,->
553,NP_009420.1,XP_505698.1,44.09,753,309,15,3,684,11,722,0.0,587.0,687,1.0960698689956332,<=>
555,NP_009421.3,XP_505514.1,56.235,425,160,3,764,1188,1184,1582,9.48e-159,512.0,1188,0.35774410774410775,<=>
560,NP_009434.1,XP_501537.1,25.355,422,248,13,64,438,179,580,6.4e-25,105.0,467,0.9036402569593148,->
565,NP_009438.1,XP_501471.1,27.358,106,57,3,1,86,715,820,0.000856,35.4,105,1.0095238095238095,->
566,NP_009443.1,XP_501524.2,27.879,165,91,5,33,178,11,166,1.16e-12,61.6,196,0.8418367346938775,<=>
567,NP_009444.2,XP_503016.2,33.431,1020,627,15,15,1010,8,999,0.0,605.0,1010,1.00990099009901,<=>
568,NP_009445.2,XP_505220.1,62.388,335,125,1,815,1148,916,1250,3.81e-146,470.0,1151,0.29105125977410945,<=>
646,NP_009446.2,XP_503002.1,33.775,1057,516,25,19,1037,27,937,0.0,572.0,1038,1.0183044315992293,<=>
651,NP_009448.1,XP_505292.1,52.055,146,70,0,66,211,49,194,9.79e-53,166.0,215,0.6790697674418604,<=>
654,NP_009453.2,XP_504936.1,84.016,513,82,0,33,545,22,534,0.0,882.0,545,0.9412844036697248,<=>
658,NP_009454.1,XP_502634.1,46.711,456,230,7,5,453,4,453,1.36e-143,417.0,460,0.991304347826087,<=>
659,NP_009455.3,XP_500461.1,46.262,214,91,4,8,220,63,253,1.02e-44,169.0,754,0.2838196286472148,<=>
661,NP_009457.1,XP_504514.1,31.343,201,107,8,79,268,59,239,5.5e-20,84.3,270,0.7444444444444445,<=>
663,NP_009459.1,XP_503776.1,39.394,66,39,1,15,80,4,68,3.81e-07,46.6,220,0.3,<=>
664,NP_009460.1,XP_504606.1,69.767,129,39,0,2,130,3,131,7.13e-65,191.0,130,0.9923076923076923,<=>
665,NP_009461.2,XP_502438.1,38.655,119,66,3,1,119,1,112,5.16e-20,83.2,175,0.68,<=>
667,NP_009462.2,XP_502433.1,64.244,344,115,2,78,421,136,471,2.45e-150,432.0,421,0.8171021377672208,<=>
669,NP_009464.2,XP_502717.1,39.468,451,243,9,7,454,2,425,2.47e-98,300.0,459,0.9825708061002179,->
671,NP_009465.2,XP_502380.1,32.443,786,472,18,2013,2787,1545,2282,6.2500000000000005e-105,375.0,2787,0.28202368137782563,<=>
678,NP_009466.1,XP_502651.1,85.821,134,19,0,4,137,2,135,9.03e-85,242.0,137,0.9781021897810219,->
680,NP_009467.1,XP_504373.1,27.083,192,92,6,11,202,7,150,1.8e-16,80.1,466,0.41201716738197425,<=>
684,NP_009469.2,XP_500254.1,42.395,309,176,2,448,756,310,616,3.2e-85,280.0,758,0.4076517150395778,<=>
688,NP_009471.1,XP_503488.1,38.929,280,154,4,39,315,18,283,1.1099999999999999e-55,191.0,458,0.611353711790393,<=>
690,NP_009473.2,XP_503726.1,39.298,570,270,12,4,534,11,543,3.49e-118,358.0,541,1.0536044362292052,<=>
691,NP_009474.1,XP_503470.1,28.979,1508,867,36,35,1482,26,1389,0.0,625.0,1502,1.003994673768309,->
692,NP_009475.1,XP_503468.2,78.448,116,25,0,1,116,1,116,2.1200000000000001e-66,194.0,117,0.9914529914529915,<=>
693,NP_009477.1,XP_499609.1,63.535,1075,367,8,8,1063,1,1069,0.0,1423.0,1072,1.0027985074626866,<=>
701,NP_009478.1,XP_503148.1,82.923,609,104,0,1,609,1,609,0.0,1045.0,649,0.938366718027735,->
709,NP_009479.1,XP_499664.1,24.85,334,190,12,1,284,1,323,4.46e-14,70.9,355,0.9408450704225352,<=>
710,NP_009481.1,XP_505848.1,71.0,200,56,1,1,200,1,198,1.9300000000000001e-100,286.0,200,1.0,->
718,NP_009484.2,XP_504234.1,33.75,160,81,9,70,221,32,174,3.79e-05,43.5,429,0.372960372960373,<=>
719,NP_009485.3,XP_504681.1,73.209,321,81,2,9,326,1,319,1.23e-177,492.0,326,0.9846625766871165,->
724,NP_009486.3,XP_504881.1,45.26,327,157,6,360,680,302,612,6.09e-91,300.0,747,0.43775100401606426,<=>
734,NP_009487.2,XP_502427.1,44.766,449,203,7,338,785,209,613,4.790000000000001e-125,399.0,1148,0.3911149825783972,<=>
739,NP_009489.1,XP_505152.1,61.039,231,87,2,32,259,18,248,1.24e-102,297.0,261,0.8850574712643678,<=>
742,NP_009490.1,XP_505401.1,47.276,514,228,12,28,536,7,482,3.61e-143,452.0,1111,0.46264626462646263,->
751,NP_009492.1,XP_504882.1,45.771,402,188,3,168,542,424,822,1.73e-117,370.0,696,0.5775862068965517,<=>
757,NP_009493.1,XP_502276.1,23.469,196,124,6,117,307,99,273,4.2e-09,57.8,687,0.2852983988355167,<=>
759,NP_009494.1,XP_505747.1,29.197,137,86,3,56,184,19,152,6.01e-12,59.3,193,0.7098445595854922,->
760,NP_009495.1,XP_503959.1,37.374,297,148,11,146,422,176,454,1.1199999999999999e-38,143.0,423,0.7021276595744681,<=>
761,NP_009496.2,XP_504466.1,50.365,137,60,2,73,207,68,198,4.71e-32,113.0,208,0.6586538461538461,<=>
762,NP_009497.2,XP_503956.1,51.042,288,133,5,29,313,1,283,4.27e-96,293.0,468,0.6153846153846154,<=>
767,NP_009498.1,XP_503957.1,35.052,388,192,11,29,416,20,347,1.46e-61,201.0,418,0.9282296650717703,<=>
770,NP_009501.1,XP_499739.1,46.769,325,146,5,270,590,226,527,5.67e-93,303.0,831,0.3910950661853189,->
777,NP_009503.1,XP_502203.1,42.069,290,166,2,1,290,1,288,2.02e-75,230.0,292,0.9931506849315068,<=>
778,NP_009504.1,XP_502845.1,44.318,88,49,0,43,130,14,101,6.64e-25,90.1,138,0.6376811594202898,<=>
780,NP_009506.1,XP_502201.1,38.172,372,193,8,10,361,5,359,7.86e-66,243.0,1381,0.26937002172338886,<=>
792,NP_009507.1,XP_502573.1,32.237,152,87,6,49,192,46,189,1.48e-12,66.6,441,0.34467120181405897,<=>
793,NP_009508.1,XP_500073.1,37.149,463,264,7,15,457,19,474,2.19e-93,288.0,457,1.013129102844639,->
795,NP_009510.1,XP_500604.1,36.25,80,40,3,1,78,1,71,0.000197,39.7,257,0.311284046692607,<=>
797,NP_009511.1,XP_502451.1,45.583,566,277,7,30,594,5,540,2.0399999999999998e-174,507.0,639,0.8857589984350548,->
799,NP_009512.1,XP_502489.2,71.681,226,55,3,16,241,32,248,5.31e-120,340.0,241,0.9377593360995851,<=>
804,NP_009513.1,XP_502490.1,48.416,221,106,4,1,218,1,216,1.9700000000000002e-71,214.0,219,1.0091324200913243,<=>
805,NP_009514.1,XP_500526.1,69.739,575,169,3,1,574,1,571,0.0,836.0,579,0.9930915371329879,->
806,NP_009515.1,XP_501963.1,43.434,198,107,4,36,232,29,222,6.49e-50,160.0,232,0.853448275862069,<=>
807,NP_009516.1,XP_501983.1,29.809,993,572,30,21,992,10,898,2.76e-102,340.0,1025,0.968780487804878,<=>
809,NP_009517.1,XP_502113.1,56.744,215,86,7,44,255,27,237,6.669999999999999e-74,223.0,257,0.8365758754863813,<=>
810,NP_009518.1,XP_504121.1,30.935,695,370,24,16,702,13,605,7.04e-79,262.0,705,0.9858156028368794,<=>
813,NP_009520.1,XP_503453.1,61.62,284,84,4,31,313,55,314,8.53e-117,338.0,345,0.8231884057971014,<=>
815,NP_009521.1,XP_500190.1,27.492,331,169,5,47,337,70,369,4.36e-27,108.0,381,0.868766404199475,<=>
819,NP_009523.1,XP_499953.1,78.738,301,60,1,21,317,2,302,3.94e-164,457.0,318,0.9465408805031447,<=>
868,NP_009524.1,XP_501874.2,34.375,96,60,3,265,359,124,217,1.93e-11,61.6,376,0.2553191489361702,<=>
869,NP_009526.1,XP_504378.1,69.681,188,57,0,1,188,1,188,6.02e-85,246.0,189,0.9947089947089947,->
870,NP_009527.1,XP_505162.1,61.29,93,36,0,1,93,1,93,8.549999999999999e-42,130.0,95,0.9789473684210527,<=>
873,NP_009529.1,XP_503641.1,44.398,723,335,10,8,674,7,718,0.0,628.0,684,1.0570175438596492,<=>
876,NP_009530.1,XP_505001.1,57.367,828,279,9,49,866,33,796,0.0,937.0,868,0.9539170506912442,<=>
882,NP_009531.1,XP_505897.1,48.004,1002,464,14,168,1132,192,1173,0.0,956.0,1133,0.884377758164166,<=>
888,NP_009532.1,XP_505520.1,73.737,99,26,0,35,133,16,114,7.42e-53,164.0,144,0.6875,<=>
891,NP_009533.1,XP_503639.1,30.532,583,350,12,3,559,86,639,1.47e-78,259.0,574,1.0156794425087108,<=>
892,NP_009534.1,XP_501555.1,30.303,462,248,17,17,440,1,426,7.640000000000001e-56,194.0,520,0.8884615384615384,<=>
894,NP_009535.1,XP_002143109.1,22.222,90,65,2,8,93,23,111,3.57e-05,38.9,133,0.6766917293233082,<=>
895,NP_009536.1,XP_503576.1,39.896,772,433,17,752,1509,58,812,1.28e-171,535.0,1579,0.4889170360987967,->
897,NP_009537.1,XP_504312.1,60.458,349,130,3,3,351,10,350,1.3900000000000001e-161,454.0,353,0.9886685552407932,<=>
976,NP_009538.1,XP_504613.1,69.143,525,156,4,3,522,1,524,0.0,756.0,526,0.9980988593155894,<=>
977,NP_009540.2,XP_505097.1,33.957,374,194,15,22,391,25,349,1.3e-43,154.0,401,0.9326683291770573,<=>
978,NP_009542.1,XP_501275.1,44.944,712,363,13,42,740,32,727,0.0,578.0,759,0.9380764163372859,<=>
979,NP_009544.1,XP_499618.1,24.685,397,180,10,332,619,453,839,5.0600000000000005e-21,96.3,676,0.5872781065088757,<=>
980,NP_009545.2,XP_504209.2,36.153,863,446,17,1,806,1,815,4.8599999999999997e-172,523.0,840,1.0273809523809523,<=>
1034,NP_009546.1,XP_499831.1,36.824,573,305,12,2,558,3,534,6.36e-102,348.0,1244,0.46061093247588425,<=>
1054,NP_009551.2,XP_503151.1,28.709,2588,1606,64,15,2456,2,2496,0.0,986.0,2493,1.0381066987565182,<=>
1055,NP_009552.1,XP_504426.1,84.962,133,18,2,2,132,3,135,2.94e-68,200.0,132,1.0075757575757576,<=>
1058,NP_009553.1,XP_504425.1,77.778,126,27,1,3,127,11,136,1.94e-66,196.0,131,0.9618320610687023,->
1059,NP_009554.1,XP_504424.1,56.731,104,45,0,1,104,1,104,2.48e-41,130.0,104,1.0,<=>
1060,NP_009555.1,XP_502868.1,47.469,573,250,12,189,757,112,637,6.03e-170,503.0,780,0.7346153846153847,->
1061,NP_009556.1,XP_501991.1,53.16,269,118,4,5,269,3,267,3.1599999999999997e-98,287.0,286,0.9405594405594405,<=>
1063,NP_009557.1,XP_501989.1,54.066,455,152,7,25,473,49,452,2.67e-158,454.0,473,0.9619450317124736,<=>
1065,NP_009558.2,XP_505296.1,31.09,431,216,16,6,433,5,357,1.2999999999999999e-54,183.0,433,0.9953810623556582,<=>
1066,NP_009559.1,XP_504051.1,37.5,96,50,3,33,125,23,111,1.44e-15,69.7,213,0.4507042253521127,->
1067,NP_009560.1,XP_505898.1,59.044,481,196,1,11,490,26,506,0.0,593.0,497,0.9678068410462777,<=>
1080,NP_009561.2,XP_499854.1,35.106,188,110,3,550,726,277,463,2.2700000000000002e-27,114.0,736,0.2554347826086957,<=>
1084,NP_009562.1,XP_501444.1,40.675,504,287,6,49,547,31,527,2.4600000000000002e-123,370.0,548,0.9197080291970803,<=>
1119,NP_009563.1,XP_505887.1,95.146,103,5,0,1,103,1,103,2.45e-53,160.0,103,1.0,->
1124,NP_009564.1,XP_505888.1,90.647,139,8,3,1,134,1,139,6.33e-84,240.0,136,1.0220588235294117,->
1126,NP_009565.1,XP_505378.1,77.193,285,63,1,2,286,3,285,1.2400000000000001e-169,469.0,287,0.9930313588850174,<=>
1129,NP_009570.1,XP_501474.1,41.86,86,48,1,100,185,19,102,2.94e-16,69.3,203,0.4236453201970443,->
1130,NP_009571.1,XP_500042.1,32.587,491,272,10,113,592,135,577,3.5800000000000004e-79,259.0,597,0.8224455611390284,<=>
1131,NP_009572.1,XP_504184.1,72.973,37,9,1,93,128,82,118,8.07e-13,58.9,128,0.2890625,->
1134,NP_009573.1,XP_504876.1,33.296,901,535,23,4,881,2,859,1.23e-150,466.0,918,0.9814814814814815,<=>
1136,NP_009574.1,XP_505809.1,48.864,352,163,6,13,356,10,352,2.9300000000000003e-117,342.0,366,0.9617486338797814,<=>
1137,NP_009575.1,XP_504440.1,61.983,363,124,3,7,356,2,363,3.8900000000000004e-163,472.0,699,0.51931330472103,<=>
1143,NP_009576.1,XP_501784.1,40.281,499,249,13,32,528,117,568,3.49e-111,340.0,528,0.9450757575757576,<=>
1144,NP_009577.1,XP_502451.1,47.794,544,254,10,92,630,59,577,1.28e-179,520.0,633,0.8593996840442338,->
1146,NP_009578.1,XP_499826.2,36.628,172,84,7,1,165,5,158,6.23e-29,103.0,177,0.9717514124293786,<=>
1147,NP_009579.1,XP_502222.2,53.333,1185,452,20,18,1149,21,1157,0.0,1230.0,1165,1.0171673819742488,<=>
1157,NP_009580.1,XP_504291.1,52.4,250,117,2,52,300,56,304,1.07e-92,275.0,301,0.8305647840531561,->
1158,NP_009581.1,XP_501394.1,79.241,395,80,2,1,394,1,394,0.0,650.0,394,1.00253807106599,<=>
1162,NP_009582.1,XP_502018.1,40.303,330,177,10,21,347,29,341,2.5200000000000003e-73,231.0,380,0.868421052631579,<=>
1164,NP_009584.1,XP_501869.1,42.25,400,160,8,127,525,137,466,7.41e-91,284.0,525,0.7619047619047619,<=>
1245,NP_009585.1,XP_503942.1,47.717,438,225,3,1,436,1,436,1.09e-147,426.0,457,0.9584245076586433,<=>
1249,NP_009587.1,XP_501532.1,70.799,363,102,2,2,362,3,363,4.55e-180,501.0,362,1.0027624309392265,<=>
1252,NP_009590.1,XP_504098.1,63.323,319,115,1,16,334,3,319,5.03e-151,426.0,348,0.9166666666666666,<=>
1255,NP_009591.1,XP_502816.1,55.76,217,95,1,12,228,21,236,2.02e-85,251.0,228,0.9517543859649122,<=>
1256,NP_009592.1,XP_505483.1,22.907,227,136,7,56,279,82,272,0.000653,39.7,410,0.5536585365853659,->
1257,NP_009593.1,XP_504291.1,57.143,252,103,2,45,294,56,304,2.64e-103,302.0,295,0.8542372881355932,<=>
1258,NP_009594.1,XP_500969.1,57.622,715,286,8,237,935,255,968,0.0,847.0,963,0.7424714434060229,<=>
1265,NP_009595.1,XP_504924.2,58.099,284,105,4,31,310,19,292,1.41e-108,315.0,311,0.9131832797427653,<=>
1266,NP_009596.1,XP_500049.1,28.839,267,164,7,13,275,9,253,9.439999999999999e-23,92.8,298,0.8959731543624161,<=>
1267,NP_009597.2,XP_504004.1,45.156,640,321,11,44,669,89,712,0.0,555.0,669,0.9566517189835575,<=>
1277,NP_009598.1,XP_504926.1,34.737,380,208,4,3,382,54,393,4.32e-79,247.0,397,0.9571788413098237,->
1278,NP_009599.2,XP_504927.1,37.787,696,378,13,12,685,17,679,2.56e-153,458.0,689,1.0101596516690856,<=>
1336,NP_009600.2,XP_504920.1,20.139,432,300,13,149,560,137,543,3.29e-13,70.1,572,0.7552447552447552,->
1340,NP_009602.1,XP_503672.2,30.204,245,133,9,5,215,4,244,1.22e-18,83.6,334,0.7335329341317365,->
1352,NP_009604.1,XP_505665.1,76.623,154,36,0,3,156,2,155,9.439999999999999e-89,253.0,156,0.9871794871794872,->
1356,NP_009608.1,XP_500591.1,49.275,207,94,4,2,208,4,199,5.79e-64,195.0,210,0.9857142857142858,->
1362,NP_009609.1,XP_505141.1,26.349,315,167,18,31,339,38,293,2.43e-10,58.9,358,0.8798882681564246,<=>
1363,NP_009611.1,XP_502013.1,28.442,886,580,20,5,874,6,853,1.21e-106,348.0,899,0.985539488320356,<=>
1365,NP_009612.1,XP_504761.1,36.646,483,286,9,31,501,200,674,1.03e-105,328.0,501,0.9640718562874252,<=>
1367,NP_009613.1,XP_499613.2,26.897,145,78,3,203,347,127,243,4.51e-10,57.8,366,0.39617486338797814,<=>
1369,NP_009614.2,XP_501002.1,34.707,801,425,29,15,780,19,756,5.39e-139,426.0,781,1.025608194622279,<=>
1378,NP_009615.1,XP_002143079.1,46.732,306,150,3,22,326,11,304,2.88e-87,300.0,1108,0.27617328519855594,->
1434,NP_009616.1,XP_503147.1,34.005,397,223,6,239,619,136,509,3.6099999999999997e-67,226.0,620,0.6403225806451613,<=>
1435,NP_009617.3,XP_505481.1,60.486,329,84,6,1,302,1,310,1.4499999999999999e-131,374.0,310,1.0612903225806452,<=>
1444,NP_009621.3,XP_504748.1,26.113,337,201,13,10,327,19,326,4.23e-24,99.8,364,0.9258241758241759,<=>
1445,NP_009622.1,XP_501757.2,55.556,72,31,1,149,220,174,244,2.2e-21,87.4,220,0.32727272727272727,->
1469,NP_009624.4,XP_500977.1,42.517,588,317,9,29,609,4,577,4.42e-157,461.0,609,0.9655172413793104,->
1486,NP_009625.1,XP_500977.1,41.472,598,312,11,38,619,2,577,1.71e-145,432.0,619,0.9660743134087237,->
1503,NP_009626.1,XP_500760.1,34.197,193,98,6,56,237,42,216,2.97e-26,99.8,237,0.8143459915611815,<=>
1505,NP_009628.1,XP_501399.1,33.333,129,70,6,81,206,41,156,6.57e-11,57.0,214,0.602803738317757,<=>
1507,NP_009629.6,XP_504352.1,40.093,858,392,33,108,943,148,905,4.79e-169,516.0,958,0.8956158663883089,<=>
1532,NP_009630.3,XP_501316.1,32.308,975,543,29,56,976,78,989,5.68e-137,434.0,976,0.9989754098360656,<=>
1534,NP_009634.2,XP_502533.1,40.741,324,189,2,40,361,41,363,1.77e-76,243.0,429,0.7552447552447552,<=>
1535,NP_009635.1,XP_505601.1,35.167,836,479,11,1,826,1,783,5.67e-151,469.0,964,0.8672199170124482,<=>
1536,NP_009636.3,XP_504542.1,53.232,727,327,7,36,755,78,798,0.0,743.0,758,0.9591029023746702,<=>
1564,NP_009637.1,XP_504670.1,28.785,535,313,16,732,1262,609,1079,8.719999999999999e-45,175.0,1332,0.4016516516516517,<=>
1570,NP_009638.1,XP_502855.1,81.25,144,27,0,5,148,4,147,1.2899999999999998e-91,260.0,148,0.972972972972973,->
1587,NP_009640.1,XP_503399.1,66.561,942,304,5,37,975,4,937,0.0,1233.0,975,0.9661538461538461,<=>
1590,NP_009641.1,XP_504378.1,69.681,188,57,0,1,188,1,188,6.02e-85,246.0,189,0.9947089947089947,<=>
1592,NP_009642.3,XP_499953.1,75.748,301,69,1,10,306,2,302,1.09e-158,442.0,307,0.9804560260586319,->
1646,NP_009644.3,XP_502103.1,49.014,355,172,4,1,354,1,347,7.04e-121,350.0,354,1.002824858757062,<=>
1650,NP_009645.1,XP_502661.1,46.275,255,136,1,1,255,1,254,1.79e-78,236.0,258,0.9883720930232558,<=>
